"text id","sentence id","token id","score"
73,100,25,-0.161
73,101,47,0
73,104,2,0.061
73,112,9,-0.429
73,113,3,-0.485
73,119,10,-0.257
73,119,15,0
73,120,13,-0.147
73,124,5,-0.125
73,124,18,-0.067
73,124,24,-0.171
73,124,36,0.226
73,124,37,-0.03
73,124,40,-0.206
73,125,2,-0.121
73,125,7,0.062
73,125,21,0.061
73,125,25,0.273
73,125,26,0.455
73,125,33,0.121
73,125,34,0.057
73,125,37,0.294
73,125,41,-0.086
73,126,22,0.233
73,130,1,0.097
73,138,1,0.143
73,141,6,-0.03
73,141,7,0.129
73,143,2,-0.618
73,143,10,0.059
73,145,2,-0.057
73,145,3,-0.576
73,145,11,-0.303
73,146,1,-0.375
73,146,4,-0.5
73,146,15,-0.375
73,147,5,-0.2
73,152,10,-0.219
73,152,30,-0.394
73,153,5,-0.03
73,154,9,-0.667
73,156,6,0.188
73,159,2,-0.235
73,159,4,0.333
73,159,6,0.303
73,159,7,0.294
73,159,10,-0.176
73,161,4,-0.235
73,162,3,-0.382
73,162,5,0.176
73,165,4,-0.088
73,167,13,0
73,168,2,-0.118
73,168,8,-0.065
73,172,5,-0.455
73,174,2,-0.281
73,174,8,-0.529
73,178,2,0.176
73,180,3,-0.364
73,181,9,0.147
73,181,30,0.441
73,181,31,0.424
73,181,32,-0.067
73,182,12,-0.412
73,182,15,-0.235
73,185,6,0.29
73,194,19,0.344
73,194,20,0.424
73,194,22,-0.118
73,196,9,-0.324
73,197,7,-0.094
73,198,5,0
73,198,16,-0.121
73,198,17,-0.206
73,198,31,-0.031
73,199,10,0
73,203,1,-0.114
73,204,11,0
73,205,4,-0.147
73,205,22,-0.097
73,206,7,-0.118
73,207,5,0.03
73,216,3,0.03
73,217,0,-0.2
73,217,12,0.03
73,217,23,-0.281
73,217,24,0.03
73,221,10,-0.091
73,222,5,-0.091
73,225,9,0
73,226,6,0.441
73,226,10,-0.333
73,226,22,0.061
73,227,4,0.273
73,227,9,0.294
73,227,13,0.438
73,227,14,0.147
73,228,3,-0.25
73,228,21,-0.531
73,228,30,-0.206
73,229,4,0.286
73,230,7,-0.061
73,234,3,-0.03
73,234,15,0.062
73,234,17,0.029
73,235,6,-0.25
73,236,4,0.061
73,236,7,-0.029
73,237,2,-0.303
73,239,8,0.212
73,240,9,0.029
73,240,14,0
73,240,33,0.206
73,240,36,-0.333
73,241,2,-0.345
73,241,4,-0.182
73,242,12,-0.484
73,245,4,-0.469
73,245,14,-0.314
73,245,17,-0.182
73,246,25,0.303
73,246,27,0.029
73,246,38,0.061
73,247,13,0.312
73,247,21,0.152
73,250,1,0.471
73,250,7,0
73,251,3,-0.394
73,252,9,0.387
73,252,14,-0.118
73,254,1,0.061
73,255,3,-0.242
73,256,1,-0.5
73,263,4,-0.176
73,265,1,0.061
73,268,6,0
73,269,6,0.324
73,269,8,-0.471
73,269,10,0.059
73,273,6,0.294
73,273,9,0.029
73,273,17,0.188
73,273,19,-0.5
73,274,5,0.097
73,278,1,-0.147
73,278,3,-0.118
73,278,7,-0.029
73,278,9,0.156
73,281,7,0.206
73,282,4,0
73,283,3,-0.156
73,284,9,0.118
73,285,3,-0.688
73,285,6,0.088
73,285,8,-0.286
73,285,25,0.03
73,285,33,0.121
73,287,19,-0.485
73,289,8,0.303
73,290,8,-0.212
73,291,12,0.062
73,292,1,-0.029
73,292,12,0.143
73,292,20,0.118
73,293,2,-0.294
73,293,10,0.265
73,294,5,0.029
73,296,8,0.645
73,296,11,-0.03
73,297,3,0.188
73,297,12,-0.333
73,300,3,0.121
73,302,11,-0.286
73,302,12,-0.182
73,306,7,-0.156
73,309,2,-0.303
73,310,17,-0.031
73,311,4,-0.424
73,313,6,-0.222
73,313,7,0.306
73,313,17,-0.455
73,315,7,0.353
73,315,11,0
73,318,1,-0.312
73,318,4,-0.242
73,318,17,0.121
73,318,20,0.143
73,319,2,0.455
74,1,0,0.314
74,1,24,0.182
74,2,9,-0.121
74,2,15,0.219
74,2,19,-0.091
74,2,21,-0.176
74,2,23,0.382
74,2,27,0.529
74,3,6,0.382
74,3,12,-0.061
74,3,25,-0.344
74,5,5,-0.412
74,5,10,0.118
74,8,4,-0.062
74,9,2,-0.412
74,9,6,-0.375
74,11,4,-0.344
74,13,6,0.029
74,14,12,0.294
74,17,9,-0.618
74,21,1,0.094
74,21,3,0.273
74,21,5,0.121
74,21,7,-0.429
74,22,18,0.143
74,24,2,-0.226
74,24,4,-0.441
74,25,9,0.441
74,26,8,-0.588
74,26,13,-0.314
74,27,1,0.097
74,27,5,-0.094
74,30,6,0.147
74,34,22,0.086
74,37,1,-0.194
74,37,15,0.133
74,38,5,0.065
74,40,12,0.559
74,41,8,-0.206
74,45,9,-0.212
74,45,12,-0.088
74,46,3,-0.097
74,47,9,0.091
74,48,3,0.424
74,52,1,0.455
74,53,1,-0.314
74,54,10,-0.031
74,54,11,0.212
74,54,13,-0.029
74,54,16,-0.176
74,54,19,0.273
74,56,9,-0.188
74,58,2,-0.121
74,58,5,-0.273
74,59,1,-0.514
74,62,4,0.5
74,62,16,0.333
74,62,19,0.353
74,62,20,0.091
74,63,2,0.161
74,63,4,0.219
74,65,7,-0.29
74,68,10,-0.061
74,68,16,0.265
74,71,5,0.4
74,73,7,-0.382
74,74,4,-0.281
74,75,7,-0.118
74,75,8,-0.286
74,76,22,-0.406
74,76,26,0
74,78,3,-0.206
74,78,9,0.129
74,79,1,-0.382
74,82,5,0.469
74,82,6,-0.129
74,82,9,0.324
74,82,11,0.265
74,82,14,0.188
74,82,15,-0.206
74,82,16,0.143
74,86,12,0.229
74,86,13,-0.182
74,88,1,0
74,89,6,0.062
74,89,9,0.219
74,89,10,0.286
74,90,6,0.355
74,90,8,0.303
74,90,16,0.061
74,90,19,0.219
74,90,23,0.457
74,93,4,0.233
74,93,10,0.032
74,93,13,-0.125
74,93,15,0.343
74,93,16,0.394
74,94,4,-0.229
74,94,5,-0.125
74,95,4,0.062
74,95,6,0.412
74,95,8,-0.061
74,95,14,-0.529
74,95,16,0.088
74,96,6,-0.312
74,100,7,-0.294
74,100,23,-0.515
74,104,8,-0.273
74,104,24,0.2
74,104,25,0
74,104,28,0.323
74,104,29,0.387
74,106,7,-0.5
74,107,3,-0.118
74,107,4,-0.273
74,107,14,0.656
74,107,18,0.118
74,109,5,0.111
74,109,10,0.4
74,110,3,0.257
74,111,1,-0.118
74,112,6,-0.094
74,112,13,0.294
74,112,17,0.588
74,112,18,0.375
74,117,0,-0.118
74,118,1,-0.364
74,118,13,0
74,118,23,0.667
74,123,6,-0.286
74,123,16,-0.182
74,124,2,0.25
74,125,16,0.212
74,125,17,0.382
74,126,2,0.571
74,127,2,0.5
74,128,3,0.182
74,129,2,0.548
74,131,5,-0.333
74,133,0,0.152
74,134,1,-0.382
74,135,4,-0.176
74,136,15,-0.029
74,143,33,-0.114
74,143,36,-0.286
74,144,4,0.235
74,144,13,-0.059
74,149,6,-0.4
74,150,5,-0.094
74,154,14,0.176
74,155,1,-0.156
74,155,3,0.294
74,156,7,0
74,156,8,0.324
74,167,13,0.032
74,167,19,0.258
74,172,5,-0.059
74,172,7,-0.057
74,172,10,0.031
74,172,12,-0.242
74,173,5,0
74,173,12,-0.114
74,175,16,0.156
74,175,17,0.235
74,177,1,-0.206
74,177,9,0.364
74,179,2,0.219
74,179,14,0.152
74,180,7,0.031
74,184,3,0.242
74,186,1,0.353
74,188,3,-0.212
74,189,1,0
74,189,4,-0.455
74,192,1,0.5
74,195,1,0.333
74,197,7,-0.394
74,197,9,-0.559
74,198,3,0
74,198,7,-0.182
74,199,3,-0.344
74,200,1,0.294
74,201,5,0.25
74,202,4,-0.147
74,205,5,0.028
74,205,7,-0.412
74,208,5,-0.171
74,218,12,-0.265
74,218,14,-0.25
74,220,9,-0.242
74,221,2,-0.545
74,221,6,-0.576
74,222,5,-0.364
74,222,9,0.059
74,222,13,-0.125
74,223,16,0.069
74,226,3,0.257
74,226,11,0.088
74,228,3,-0.235
74,229,1,-0.355
74,231,1,-0.212
74,232,4,0.057
74,240,3,-0.188
74,242,1,-0.5
74,242,9,0.03
74,242,18,0.206
74,244,4,-0.242
74,248,10,-0.314
74,251,5,-0.611
74,252,8,-0.229
74,256,3,-0.176
74,256,10,0.147
74,259,5,0.29
74,259,10,-0.152
74,259,11,0.125
74,260,10,-0.188
74,262,1,-0.382
74,262,6,0.147
74,265,13,-0.176
74,266,7,-0.412
74,267,3,-0.061
74,268,2,-0.059
74,268,3,-0.171
74,268,12,-0.765
74,269,2,-0.182
74,270,7,0.424
74,271,5,0.083
74,271,13,-0.314
74,271,24,-0.156
74,272,10,0.088
74,273,1,-0.333
74,275,6,0.206
74,279,9,0.516
74,279,20,-0.118
74,280,9,-0.412
74,282,2,-0.147
74,283,4,-0.062
74,283,21,0.424
74,284,2,-0.324
74,284,5,-0.088
74,284,13,0.03
74,286,1,-0.176
74,286,6,0.182
74,286,12,-0.171
74,286,19,-0.206
74,287,8,0
74,287,9,0.333
74,288,17,0.233
75,1,1,-0.212
75,1,4,0.25
75,1,5,0.562
75,1,12,-0.091
75,2,4,-0.188
75,2,28,0.455
75,2,29,0.353
75,2,34,0.455
75,2,35,-0.2
75,2,36,0.412
75,3,21,0.029
75,3,36,0.333
75,3,60,0.412
75,4,3,0.219
75,5,4,-0.059
75,5,8,0
75,5,14,-0.355
75,5,16,0.344
75,5,18,-0.171
75,5,21,0.545
75,5,24,-0.29
75,6,36,0.088
75,6,40,-0.147
75,6,42,-0.303
75,6,46,0.059
75,6,60,0.529
75,6,61,0.303
75,8,21,0.152
75,9,5,-0.065
75,9,6,0.355
75,9,17,-0.03
75,9,21,0.485
75,9,37,0.394
75,9,46,-0.258
75,9,47,0.286
75,10,7,0.029
75,10,14,0.471
75,10,21,0.152
75,11,6,0.469
75,11,10,0
75,11,30,-0.559
75,12,6,0.333
75,12,10,0.467
75,12,18,0.152
75,12,20,-0.529
75,12,23,-0.059
75,12,26,0.576
75,13,10,0.414
75,13,13,0.294
75,13,21,0.529
75,13,37,0.323
75,13,43,0.333
75,13,55,0.471
75,13,56,0.086
75,13,57,0.267
75,13,60,-0.029
75,13,61,0
75,14,12,0.031
75,15,19,0.156
75,16,9,0.028
75,16,34,-0.061
75,21,31,-0.182
75,22,25,-0.265
75,22,47,0
75,22,49,-0.303
75,23,10,-0.03
75,26,7,0.129
75,27,9,-0.097
75,28,7,-0.194
75,29,1,-0.323
75,31,13,0.618
75,31,14,0
75,33,20,0.235
75,33,26,0.029
75,34,8,-0.143
75,34,17,0.094
75,34,21,0.444
75,35,19,0.029
75,35,31,-0.412
75,35,46,-0.606
75,35,48,0.324
75,35,50,0.333
75,35,51,0.324
75,35,55,-0.114
75,36,10,0.229
75,36,15,0
75,37,18,0.286
75,38,11,-0.161
75,39,12,-0.03
75,40,33,0.118
75,40,49,0.312
75,41,11,-0.054
75,42,6,0.147
75,42,12,0.147
75,43,8,-0.032
75,43,17,0.194
75,44,27,-0.294
75,45,17,-0.062
75,47,3,0.212
75,47,13,0
75,47,17,0.125
75,47,23,-0.242
75,47,25,0.212
75,47,30,0.091
75,47,37,0.429
75,47,49,0.559
75,47,51,0.226
75,48,18,-0.034
75,48,19,-0.118
75,48,21,0.281
75,48,23,0.412
75,51,17,-0.303
75,52,18,-0.029
75,54,0,0.194
75,57,7,-0.324
75,64,15,-0.206
75,65,5,0.394
75,66,2,-0.281
75,71,6,-0.212
75,72,3,-0.094
75,73,6,0.188
75,73,22,0.097
75,73,32,-0.152
75,74,7,-0.667
75,77,12,0.176
75,77,16,0.029
75,77,18,0.059
75,81,17,0.333
75,83,19,-0.094
75,83,20,-0.194
75,84,1,0.171
75,84,13,0.182
75,88,2,0.419
75,89,9,0.559
75,89,12,-0.057
75,96,7,0.343
75,97,7,0
75,97,15,-0.118
75,97,16,0.412
75,97,19,0.469
75,98,4,-0.029
75,98,17,-0.324
75,99,9,-0.265
75,103,4,0.182
75,105,5,-0.03
75,105,6,0.529
75,107,2,-0.355
75,107,5,0.156
75,107,18,-0.152
75,109,8,-0.515
75,112,11,-0.485
75,114,13,-0.103
75,114,15,0.226
75,114,21,0.167
75,114,27,-0.147
75,114,30,0.265
75,115,6,0.057
75,115,7,0.265
75,115,12,0.031
75,115,17,0.088
75,115,19,0.206
75,116,16,-0.147
75,120,1,-0.118
75,121,19,0.062
75,121,20,0
75,121,23,0.088
75,122,1,0.094
75,122,8,-0.171
75,122,46,0.3
75,122,47,0.562
75,123,16,0.364
75,123,21,0.125
75,124,12,0.412
75,125,1,0.242
75,125,2,0.219
75,125,11,-0.364
75,125,13,0.647
75,125,15,0.125
75,125,18,0.182
75,125,19,0.625
75,126,1,-0.441
75,126,4,-0.029
75,126,37,0.257
75,127,15,0.088
75,128,31,0.118
75,128,34,0.485
75,134,9,0.088
75,135,2,-0.125
75,135,5,-0.343
75,138,7,-0.294
75,144,2,0.182
76,0,13,0.364
76,1,3,0.438
76,2,2,0.312
76,2,5,0.147
76,2,7,-0.059
76,2,24,0.061
76,5,1,0.273
76,9,2,0.118
76,12,4,-0.029
76,12,9,-0.147
76,12,14,0.091
76,16,5,0.059
76,17,16,-0.061
76,17,27,-0.343
76,17,32,-0.312
76,17,44,-0.121
76,19,12,-0.182
76,20,2,-0.406
76,20,6,0.364
76,20,13,-0.1
76,21,10,0.286
76,21,15,0.147
76,23,2,-0.618
76,23,6,-0.062
76,23,11,0
76,23,27,-0.424
76,24,2,0.125
76,25,7,0.242
76,26,4,-0.03
76,29,6,-0.147
76,31,5,0.032
76,32,5,-0.061
76,33,7,0.212
76,37,3,-0.031
76,39,14,-0.086
76,42,9,-0.062
76,46,1,0.265
76,46,6,0.343
76,46,7,0.382
76,46,9,-0.267
76,46,10,0.062
76,47,3,-0.394
76,54,27,-0.265
76,54,29,-0.059
76,55,14,-0.424
76,55,16,0.029
76,58,7,-0.412
76,58,8,-0.03
76,58,12,-0.03
76,58,32,-0.088
76,59,4,-0.206
76,59,7,-0.147
76,60,9,0.212
76,62,3,0.03
76,63,14,0.121
76,69,11,0.312
76,80,2,-0.242
76,81,4,-0.406
76,81,8,0.091
76,81,9,-0.242
76,81,11,-0.303
76,81,13,-0.176
76,82,12,-0.212
76,84,18,-0.485
76,88,4,0.094
76,89,3,-0.156
76,89,8,-0.176
76,95,9,-0.118
76,98,21,-0.242
76,99,3,0.061
76,101,16,-0.273
76,112,4,-0.094
76,114,1,0.029
76,116,5,0.235
76,116,18,-0.294
76,116,19,0
76,116,26,-0.294
76,116,35,-0.171
76,118,2,-0.059
76,119,14,0.233
76,125,4,0.441
76,126,1,0
76,126,5,0.088
76,126,6,0.242
76,127,2,-0.636
76,127,6,-0.088
76,127,8,0.4
76,128,12,-0.742
76,129,2,-0.147
76,129,9,-0.147
76,129,13,-0.031
76,132,15,0.059
76,136,2,0.031
76,138,2,0.5
76,140,3,-0.353
76,143,6,-0.438
76,144,1,-0.206
76,144,8,0.452
76,146,0,0.176
76,146,7,-0.091
76,148,3,-0.206
76,150,0,0.324
76,150,1,-0.094
76,152,4,-0.061
76,152,5,-0.094
76,153,6,0.03
76,159,4,0.029
76,162,8,0.656
76,163,21,0.375
76,165,8,-0.088
76,167,3,0.176
76,169,8,0.03
76,170,9,-0.091
76,170,22,0.176
76,171,19,0.294
76,171,25,-0.147
76,171,28,-0.194
76,171,34,-0.029
76,172,6,-0.097
76,176,1,-0.091
76,176,4,-0.25
76,176,5,-0.062
76,180,4,-0.441
76,181,7,0.265
76,188,4,-0.353
76,188,7,0.03
76,190,3,-0.412
76,194,12,-0.382
76,199,5,0.088
76,199,28,0.091
76,200,18,0.147
76,200,25,0
76,200,27,0.086
76,200,32,0.258
76,200,33,-0.324
76,200,36,0.118
76,200,40,0.118
76,200,44,-0.182
76,200,46,-0.03
76,200,49,0
76,204,34,-0.419
76,205,4,0.333
76,206,2,0.25
76,209,4,0.188
76,215,5,0.167
76,217,14,-0.469
76,223,0,-0.121
76,223,17,-0.265
76,224,15,0.029
76,226,7,-0.333
76,227,4,-0.343
76,227,5,-0.147
76,229,1,-0.514
76,230,2,0.438
76,231,3,-0.412
76,232,3,0.031
76,233,1,-0.2
76,240,13,-0.176
76,240,16,0.206
76,243,4,0.344
76,244,2,0.062
77,0,14,-0.088
77,0,24,-0.088
77,3,13,0.03
77,3,21,0.029
77,3,24,-0.265
77,3,26,-0.324
77,4,5,-0.097
77,4,21,0.059
77,4,24,0.333
77,4,28,0.278
77,4,31,0.588
77,5,16,0.03
77,7,1,-0.188
77,9,8,-0.031
77,9,13,0.194
77,9,15,0.4
77,9,18,-0.147
77,16,12,0.694
77,18,12,0.559
77,18,18,0.061
77,19,20,0.303
77,19,27,0.588
77,20,3,-0.29
77,20,5,0.152
77,20,13,0.303
77,20,17,0.543
77,20,20,0.057
77,20,26,0.429
77,20,29,0.361
77,20,30,0.125
77,21,1,0.229
77,21,7,-0.088
77,21,18,0.333
77,21,20,-0.094
77,22,12,-0.212
77,22,15,0.088
77,22,18,0.121
77,22,19,0.091
77,22,20,-0.03
77,22,26,-0.257
77,22,45,0.062
77,22,53,-0.343
77,23,3,0.471
77,23,13,0.088
77,23,18,-0.273
77,23,19,0.152
77,28,6,0.143
77,29,3,-0.371
77,30,14,0.182
77,30,21,0.094
77,31,17,0.219
77,31,22,0.469
77,36,10,0.161
77,36,30,-0.212
77,37,14,0.265
77,37,16,0.147
77,38,9,0.371
77,40,9,0.206
77,41,3,-0.265
77,44,2,-0.147
77,44,4,0.061
77,44,12,-0.242
77,44,14,0.29
77,44,18,0
77,44,19,0.353
77,44,24,-0.265
77,45,15,-0.452
77,49,3,0.03
77,51,6,0.324
77,55,3,-0.121
77,55,5,0.067
77,55,11,0.143
77,55,26,0.333
77,55,31,-0.03
77,56,17,0.559
77,56,23,0.061
77,57,1,-0.429
77,57,29,-0.581
77,57,45,-0.156
77,57,55,0.457
77,61,3,0.212
77,61,18,-0.219
77,61,47,0.394
77,62,3,-0.088
77,62,24,0.207
77,67,9,0.5
77,72,10,0.086
77,72,18,0.412
77,75,3,0.029
77,78,3,0.059
77,78,5,0.061
77,78,7,-0.032
77,79,3,0.226
77,79,9,-0.156
77,79,16,0.333
77,79,21,-0.118
77,79,35,-0.129
77,79,48,-0.03
77,80,31,0.121
77,88,6,0.229
77,91,10,0.182
77,91,15,-0.029
77,95,4,0.176
77,96,4,-0.029
77,97,8,-0.147
77,100,2,-0.265
77,103,1,0.212
77,103,10,0.412
77,104,5,0.091
77,104,10,-0.152
77,104,13,0.061
77,105,4,-0.412
77,108,1,0.206
77,108,6,0.206
77,114,8,-0.03
77,118,9,-0.03
77,119,25,-0.029
77,125,3,-0.029
77,126,2,-0.059
77,126,26,-0.125
77,126,29,0.406
77,127,8,-0.061
77,127,13,0.235
78,0,1,0.147
78,0,8,0.343
78,2,23,0.242
78,2,30,0.375
78,2,33,0.2
78,2,34,-0.094
78,3,12,0.29
78,3,25,0
78,4,8,0.324
78,4,11,0.212
78,5,9,0.118
78,8,1,-0.441
78,8,4,0.375
78,10,2,-0.344
78,11,8,-0.176
78,13,3,-0.438
78,14,10,-0.355
78,16,8,0.265
78,17,13,-0.032
78,19,14,0.618
78,21,2,-0.097
78,21,14,-0.364
78,21,17,-0.235
78,22,4,-0.469
78,24,36,0.312
78,24,37,0.424
78,25,5,0.469
78,25,9,0.441
78,30,14,0.091
78,32,12,0.031
78,32,19,0.152
78,33,3,-0.286
78,38,3,0.161
78,38,9,0.125
78,39,7,0.312
78,39,19,0.343
78,39,34,0.455
78,39,36,-0.088
78,40,5,0.206
78,41,12,-0.455
78,45,3,0.2
78,45,12,0
78,45,13,0.382
78,46,21,-0.343
78,47,10,-0.152
78,49,16,0.091
78,49,17,0.345
78,50,11,0.324
78,54,0,-0.382
78,57,12,-0.03
78,58,4,-0.091
78,59,4,0.088
78,59,15,0.455
78,59,21,-0.265
78,60,5,0.065
78,60,6,-0.121
78,60,22,0.065
78,60,32,0.103
78,61,8,0.029
78,61,12,-0.303
78,61,14,0.182
78,61,18,-0.294
78,62,3,-0.182
78,63,4,-0.371
78,63,7,0.03
78,64,5,-0.176
78,64,6,-0.265
78,66,3,-0.114
78,68,1,0.029
78,70,7,-0.281
78,70,10,-0.5
78,72,3,0.2
78,73,5,0.062
78,79,14,-0.147
78,79,21,0.161
78,80,4,-0.364
78,81,10,-0.088
78,83,5,0.029
78,84,1,0.129
78,84,3,-0.343
78,84,25,0.091
78,84,28,0
78,85,22,0.129
78,86,8,0.25
78,89,12,0
78,90,13,0.469
78,93,0,-0.559
78,93,4,0.03
78,95,18,0.303
78,98,6,-0.314
78,99,6,-0.059
78,99,11,0
78,99,13,-0.235
78,99,34,-0.032
78,99,36,-0.094
78,99,39,-0.548
78,99,42,0.094
78,101,4,-0.457
78,102,4,-0.265
78,103,5,0.029
78,104,10,0.059
78,104,12,-0.171
78,104,15,-0.303
78,104,16,-0.258
78,106,4,-0.156
78,108,6,-0.333
78,110,6,-0.094
78,110,9,-0.212
78,110,12,0
78,111,8,-0.152
78,113,4,-0.5
78,116,5,0.257
78,117,7,0.125
78,118,13,-0.061
78,119,5,-0.267
78,119,13,-0.303
78,120,3,0.1
78,120,15,-0.059
78,120,17,-0.281
78,124,3,0.176
78,124,12,-0.294
78,124,14,-0.235
78,124,16,-0.118
78,124,18,0
78,124,22,0.061
78,125,4,-0.03
78,126,4,0.353
78,127,6,-0.471
78,129,10,-0.062
78,129,12,0.382
78,129,13,0.312
78,133,20,-0.324
78,136,6,0.559
78,136,17,0.171
78,136,20,0.206
78,137,7,0.226
78,139,14,0.294
78,139,16,0.206
78,139,21,0.147
78,139,25,0.294
78,139,39,0.424
78,139,42,0.324
78,139,43,0.086
78,139,49,0.125
78,139,67,0.382
78,139,71,0.455
78,140,11,0.382
78,140,13,-0.094
78,141,3,0.438
78,141,19,0.324
78,141,27,0.514
78,141,43,-0.344
78,141,45,-0.062
78,144,14,0.206
78,144,21,0.441
78,144,26,0.543
79,0,10,-0.121
79,0,17,0.088
79,0,21,-0.344
79,1,1,-0.088
79,1,4,0
79,4,3,0.323
79,6,6,-0.485
79,12,8,0.176
79,15,23,0.438
79,15,40,0.424
79,18,2,-0.343
79,21,7,0.281
79,21,9,0.515
79,21,10,0.286
79,21,16,-0.121
79,23,8,-0.029
79,23,11,0.065
79,24,10,0.6
79,29,25,-0.176
79,31,3,-0.5
79,32,18,-0.029
79,32,25,0.281
79,32,26,0.25
79,34,6,-0.375
79,34,9,0.097
79,34,19,0.212
79,34,20,0.143
79,35,13,0.226
79,35,17,-0.273
79,35,18,-0.4
79,36,7,0.061
79,37,3,0.029
79,40,10,-0.258
79,40,12,0.086
79,40,22,-0.062
79,40,23,0.029
79,40,26,0.387
79,40,27,0.143
79,42,4,-0.065
79,43,2,0
79,43,11,-0.091
79,44,4,0.353
79,44,20,0.294
79,45,2,0.424
79,45,4,-0.433
79,48,5,0.206
79,51,15,0.033
79,51,17,-0.333
79,52,1,-0.118
79,52,12,-0.097
79,52,21,0.364
79,54,1,-0.206
79,54,18,0.394
79,55,11,-0.167
79,56,25,-0.424
79,56,29,0.031
79,56,35,0.091
79,58,18,0.5
79,58,19,0.061
79,59,10,-0.281
79,60,11,0.097
79,61,2,-0.118
79,61,16,0.333
79,62,22,-0.147
79,62,33,0
79,63,11,-0.25
79,66,17,-0.324
79,67,4,-0.364
79,67,6,-0.057
79,68,8,0.364
79,68,11,-0.229
79,68,13,0.171
79,69,1,0.121
79,69,9,-0.618
79,70,4,-0.059
79,75,1,-0.281
79,75,10,0.455
79,76,2,-0.5
79,80,4,0.235
79,82,2,-0.286
79,82,6,0.057
79,83,10,-0.194
79,83,13,-0.152
79,85,10,-0.529
79,85,19,-0.029
79,86,9,-0.125
79,86,12,-0.257
79,87,15,0.294
79,87,17,0.382
79,88,7,-0.273
79,89,4,0.152
79,91,8,-0.469
79,91,11,0.212
79,92,1,0.061
79,92,10,-0.206
79,92,13,0.387
79,92,35,0.226
79,92,46,-0.029
79,93,6,-0.294
79,97,2,-0.206
79,98,15,0.469
79,99,7,0.219
79,99,12,0.485
79,100,3,0.125
79,100,6,-0.152
79,101,5,0.118
79,102,9,-0.147
79,102,11,0.152
79,102,14,0.485
79,102,16,0.333
79,102,17,0.194
79,102,20,-0.382
79,102,26,0.176
79,102,29,0.355
79,103,0,0.206
79,103,3,0.343
79,103,17,0.636
79,103,19,0.515
79,104,2,-0.088
79,104,14,-0.206
79,107,21,-0.286
79,108,5,0.353
79,109,3,-0.152
79,109,7,-0.324
79,110,7,0.343
79,110,28,0.333
79,110,30,-0.314
79,110,31,-0.344
79,110,33,0.353
79,115,10,-0.286
79,116,4,-0.5
79,116,8,-0.029
79,116,13,-0.333
79,116,17,0.088
79,117,8,-0.206
79,117,15,-0.029
79,120,22,-0.061
79,121,1,-0.25
79,124,10,-0.121
79,125,7,0
79,126,2,0.03
79,127,7,0.188
79,129,2,0.031
79,129,5,-0.588
79,130,4,-0.029
79,130,11,-0.222
79,130,14,-0.382
79,131,4,0.091
79,132,13,0.182
79,136,7,-0.333
79,143,5,-0.371
79,143,16,-0.343
79,144,5,-0.364
79,144,10,0
79,144,11,-0.273
79,146,12,-0.242
79,146,14,0
79,146,22,0.118
79,148,8,0.088
79,150,3,-0.486
79,151,25,-0.188
79,151,51,0.094
79,151,56,0.121
79,151,59,0.364
79,151,68,0.156
79,151,88,0.278
79,151,94,-0.031
79,152,16,-0.312
79,152,18,-0.094
79,152,19,0.394
79,154,2,-0.281
79,154,4,0.114
79,154,20,0
79,154,21,0.059
79,154,25,-0.219
79,155,2,-0.156
79,155,15,-0.118
79,155,16,-0.118
79,157,17,0.121
79,162,18,-0.438
79,163,5,-0.545
79,163,18,0.176
79,165,7,0.212
79,165,11,-0.242
79,165,16,-0.059
80,0,2,-0.516
80,0,13,-0.371
80,0,15,-0.147
80,1,14,0.061
80,1,15,-0.065
80,1,21,-0.333
80,1,28,-0.371
80,2,6,0.455
80,2,11,0.636
80,2,14,0.121
80,2,16,0.303
80,2,23,0.065
80,3,1,0.152
80,3,4,-0.303
80,3,7,-0.206
80,5,6,-0.303
80,5,8,-0.25
80,7,5,-0.281
80,7,12,-0.5
80,7,17,-0.129
80,9,7,0.118
80,9,12,0.094
80,12,6,-0.176
80,13,12,-0.031
80,16,1,0.303
80,16,17,-0.424
80,16,19,0.03
80,16,22,0.364
80,16,30,0.094
80,18,5,0.176
80,18,11,-0.441
80,18,18,0.412
80,19,5,-0.103
80,19,22,0.097
80,22,1,0.03
80,22,8,-0.212
80,23,14,-0.606
80,23,28,-0.235
80,23,58,-0.03
80,23,60,-0.484
80,24,8,-0.212
80,24,28,-0.182
80,25,2,0.086
80,25,6,0.371
80,26,3,-0.091
80,26,7,0.364
80,26,10,-0.03
80,28,5,0
80,28,10,0.061
80,28,20,-0.057
80,29,11,-0.429
80,29,13,-0.059
80,30,5,-0.333
80,31,5,0.273
80,31,7,-0.1
80,31,9,-0.032
80,31,14,-0.324
80,33,13,-0.629
80,34,2,-0.147
80,34,8,-0.03
80,35,5,0.167
80,35,13,-0.147
80,37,7,0.314
80,37,13,-0.294
80,37,18,-0.412
80,38,1,-0.306
80,38,3,0.286
80,38,6,0.176
80,38,8,-0.188
80,38,13,-0.182
80,38,17,0.182
80,38,18,0.091
80,39,2,0.125
80,40,6,0.242
80,41,4,-0.441
80,42,16,0.032
80,45,6,0.057
80,47,5,0.182
80,47,14,-0.2
80,47,21,0.312
80,50,4,-0.094
80,54,7,-0.581
80,55,14,0.161
80,58,2,0.5
80,58,3,-0.094
80,58,5,-0.029
80,58,9,-0.056
80,59,13,0.394
80,60,9,-0.5
80,61,3,0.029
80,61,4,-0.412
80,64,15,0.031
